core,400_perlbench,401_bzip2,403_gcc,410_bwaves,416_gamess,429_mcf,433_milc,434_zeusmp,435_gromacs,436_cactusADM,437_leslie3d,444_namd,445_gobmk,447_dealII,450_soplex,454_calculix,456_hmmer,458_sjeng,459_GemsFDTD,462_libquantum,464_h264ref,465_tonto,470_lbm,471_omnetpp,473_astar,483_xalancbmk
1743,2.50822199973e-10,2.28096909428e-10,2.70556938303e-10,2.68221232041e-10,2.34546860885e-10,8.06489847919e-10,3.28940512963e-10,2.40826639388e-10,2.74617228092e-10,2.95490878104e-10,3.46596482619e-10,1.99305287133e-10,2.54029811978e-10,2.28563658026e-10,3.8137752586e-10,2.03817980485e-10,2.35778321798e-10,2.40085185793e-10,3.5436257575e-10,3.64878183391e-10,2.53408021568e-10,2.43092477069e-10,4.21608245508e-10,1.97492687917e-10,2.91562527797e-10,2.526808715e-10
1744,2.4777466894e-10,2.19041840788e-10,2.43768263945e-10,2.53810837324e-10,2.24516184524e-10,7.37544114101e-10,3.07771699483e-10,2.30889103567e-10,2.63033393854e-10,2.82856090777e-10,3.25778480981e-10,1.92017357447e-10,2.41305226481e-10,2.21155887816e-10,3.56086230146e-10,1.96981041128e-10,2.25970396274e-10,2.27915862838e-10,3.39062744778e-10,3.37580089639e-10,2.45620547147e-10,2.34312926913e-10,3.90118399836e-10,1.90543352952e-10,2.7637494986e-10,2.58112123972e-10
1745,2.3735646938e-10,2.20215576132e-10,2.41363269684e-10,2.56064714755e-10,2.24875790193e-10,7.4747711455e-10,3.11241751616e-10,2.35446954994e-10,2.63722743552e-10,2.84204010215e-10,3.29013679249e-10,1.93108501731e-10,2.40016436044e-10,2.21711538299e-10,3.60081816309e-10,1.98043554485e-10,2.27451424552e-10,2.29545357454e-10,3.35200285593e-10,3.42247943967e-10,2.46589910933e-10,2.33210476993e-10,3.95737158437e-10,1.88958641016e-10,2.78370087932e-10,2.52159490626e-10
1746,2.35659178485e-10,2.22155556582e-10,2.43819436226e-10,2.59456965371e-10,2.27089258462e-10,7.64956598572e-10,3.16305966968e-10,2.38977640135e-10,2.66812762229e-10,2.86963694165e-10,3.3414848653e-10,1.94684246753e-10,2.41477982944e-10,2.23531799214e-10,3.65957186036e-10,1.99622897391e-10,2.29579300299e-10,2.32429736476e-10,3.39468913794e-10,3.48832265023e-10,2.48816313813e-10,2.3458757133e-10,4.03428494471e-10,1.90562709458e-10,2.82410093858e-10,2.45736456149e-10
1747,2.40405537123e-10,2.27026717959e-10,2.51040501838e-10,2.67382316139e-10,2.32268221546e-10,8.11541765299e-10,3.2801578806e-10,2.45796509991e-10,2.74460161036e-10,2.93715076577e-10,3.46583734931e-10,1.98304303641e-10,2.48007248181e-10,2.28894292466e-10,3.81034362514e-10,2.03255393713e-10,2.34425467546e-10,2.39316495552e-10,3.53097072132e-10,3.6385937261e-10,2.54230608125e-10,2.39681872572e-10,4.217202534e-10,1.95282084783e-10,2.92037008788e-10,2.4170553135e-10
1748,2.47917496992e-10,2.20737570174e-10,2.45278368518e-10,2.55398874966e-10,2.2560773316e-10,7.3716669381e-10,3.09503868673e-10,2.37127530079e-10,2.64191255273e-10,2.85267921706e-10,3.27092809183e-10,1.93601874375e-10,2.4244977567e-10,2.22114845439e-10,3.57825107319e-10,1.97862089677e-10,2.2812677488e-10,2.29164566181e-10,3.41269672831e-10,3.39528843788e-10,2.45866740118e-10,2.35556521658e-10,3.91260998424e-10,1.91271766477e-10,2.77064260193e-10,2.58821370171e-10
1749,2.37318841426e-10,2.2186738494e-10,2.42861928447e-10,2.57650401584e-10,2.25924485648e-10,7.46288658254e-10,3.12973233346e-10,2.32005780939e-10,2.64751758679e-10,2.86614963465e-10,3.30096173813e-10,1.94693348522e-10,2.41187359682e-10,2.22456561703e-10,3.61695483385e-10,1.98917882153e-10,2.2945075855e-10,2.30763853379e-10,3.3734613288e-10,3.44196649618e-10,2.4657888264e-10,2.34446872932e-10,3.96742414191e-10,1.89645672086e-10,2.78896491798e-10,2.525827721e-10
1750,2.3546146576e-10,2.23783739484e-10,2.45291377044e-10,2.61040632322e-10,2.28090793207e-10,7.63165999476e-10,3.18037605933e-10,2.34955786736e-10,2.67768459736e-10,2.89376655223e-10,3.35167833894e-10,1.9626785162e-10,2.42624121637e-10,2.24117107464e-10,3.67494446888e-10,2.0049181657e-10,2.3148920837e-10,2.33622732536e-10,3.41590957316e-10,3.50781268452e-10,2.48629640541e-10,2.35778314293e-10,4.0447080906e-10,1.91216122507e-10,2.82856352586e-10,2.46032475696e-10
1751,2.39933948949e-10,2.28608361018e-10,2.52466485458e-10,2.68961803716e-10,2.33150244535e-10,8.09093665822e-10,3.29746804292e-10,2.41377392817e-10,2.75279678216e-10,2.96098143659e-10,3.47400432518e-10,1.99887812178e-10,2.49079011376e-10,2.29101524453e-10,3.82460096925e-10,2.0411224842e-10,2.36195357338e-10,2.40460301703e-10,3.55190132558e-10,3.6580766212e-10,2.53642617462e-10,2.40776954747e-10,4.22655956555e-10,1.95889680189e-10,2.9231664426e-10,2.41765248644e-10
1752,1.14026092195e-09,9.49154955782e-10,1.16664810423e-09,9.8689150186e-10,9.99272632672e-10,2.50620782571e-09,1.01402021036e-09,9.04885309953e-10,9.88063148503e-10,1.16257969518e-09,1.11895346795e-09,9.26728685487e-10,1.15389833054e-09,9.79601402194e-10,1.27933237795e-09,8.88944231199e-10,9.91548251598e-10,1.00778828356e-09,1.06730708986e-09,9.91234673358e-10,1.11247510622e-09,1.03566477597e-09,1.39860930557e-09,8.78959538805e-10,1.07164576134e-09,1.10932057329e-09
1753,1.13844168487e-09,9.63704531644e-10,1.18020751862e-09,1.00225923059e-09,1.0142744378e-09,2.54847366008e-09,1.02952147654e-09,9.07621816305e-10,1.0020297481e-09,1.17554876834e-09,1.13388024336e-09,9.42159406654e-10,1.16913043596e-09,9.94587840003e-10,1.30063519003e-09,9.02652121921e-10,1.00683444318e-09,1.02551981386e-09,1.07974614985e-09,1.00850388816e-09,1.12902341076e-09,1.04724051579e-09,1.42165694673e-09,8.89733311489e-10,1.08765485847e-09,1.11007176367e-09
1754,1.16215694866e-09,9.86726811548e-10,1.21283572365e-09,1.02712275823e-09,1.03963307431e-09,2.62656670238e-09,1.05436217416e-09,9.3128348494e-10,1.02588271057e-09,1.20034322929e-09,1.16029538553e-09,9.66130119522e-10,1.19996586262e-09,1.01972683835e-09,1.33512124671e-09,9.24311759112e-10,1.03070044068e-09,1.05368870784e-09,1.10684831052e-09,1.03509035877e-09,1.15664994837e-09,1.07211705596e-09,1.46088318061e-09,9.14068685761e-10,1.11587134064e-09,1.11879995995e-09
1755,1.22624159013e-09,1.03597049613e-09,1.28472927475e-09,1.07989367075e-09,1.09297431083e-09,2.81018493598e-09,1.10711642144e-09,9.77480470764e-10,1.07648260489e-09,1.25436268459e-09,1.21841787573e-09,1.01640963587e-09,1.26973686696e-09,1.07277585796e-09,1.41214453434e-09,9.69673817073e-10,1.08067798888e-09,1.11299688479e-09,1.1654074042e-09,1.09077828627e-09,1.21522907882e-09,1.12708405389e-09,1.54546277075e-09,9.65864019277e-10,1.17565442466e-09,1.16937471321e-09
1756,1.14618209644e-09,9.57463758734e-10,1.17510928866e-09,9.94312329244e-10,1.00588353644e-09,2.50939049679e-09,1.02125318079e-09,9.08560343145e-10,9.95073406097e-10,1.17358575925e-09,1.1252162818e-09,9.34840712953e-10,1.16128463901e-09,9.86185771009e-10,1.2871489735e-09,8.94088428429e-10,1.00124699865e-09,1.01458218051e-09,1.07657865663e-09,9.98805125461e-10,1.11633881166e-09,1.0426594111e-09,1.4036322785e-09,8.83920360811e-10,1.0787656902e-09,1.11587693285e-09
1757,1.14469946463e-09,9.71931392608e-10,1.18855486169e-09,1.00966534066e-09,1.02082099131e-09,2.54994873132e-09,1.03675139972e-09,8.96585266887e-10,1.00884758015e-09,1.18657949883e-09,1.13959587303e-09,9.50272173522e-10,1.17634132496e-09,1.00040886863e-09,1.30801213545e-09,9.07772681284e-10,1.01632172006e-09,1.03219944758e-09,1.08892402316e-09,1.01607465179e-09,1.13205982081e-09,1.05424938686e-09,1.42661397129e-09,8.94827591445e-10,1.0944678532e-09,1.11647949395e-09
1758,1.1681891883e-09,9.94890756057e-10,1.22109801774e-09,1.03452334874e-09,1.04601465711e-09,2.62663602489e-09,1.06159052635e-09,9.18268390642e-10,1.03252975178e-09,1.21138843013e-09,1.16575505787e-09,9.74242405757e-10,1.20705820464e-09,1.02496478168e-09,1.34222594516e-09,9.2941695036e-10,1.03998751821e-09,1.06028807444e-09,1.11598319615e-09,1.04266062069e-09,1.15902115319e-09,1.07900533079e-09,1.46561954125e-09,9.19120179472e-10,1.12250906271e-09,1.12505755336e-09
1759,1.23159963055e-09,1.04398269538e-09,1.29284814447e-09,1.0872911293e-09,1.09894635808e-09,2.80802186984e-09,1.1143439517e-09,9.62872213656e-10,1.08274577491e-09,1.26530036012e-09,1.22312296774e-09,1.02452311589e-09,1.27658169834e-09,1.07660247622e-09,1.41884910034e-09,9.74736545022e-10,1.0894619981e-09,1.11942251073e-09,1.17446235276e-09,1.09835223382e-09,1.21591946351e-09,1.13364817317e-09,1.54977868781e-09,9.70798007526e-10,1.18189799858e-09,1.17520441013e-09
1760,1.08007695437e-09,9.60623727798e-10,1.09408255226e-09,1.00048185778e-09,9.68080568351e-10,2.52618227204e-09,1.02454592363e-09,8.86886450171e-10,9.99989605892e-10,1.17449006842e-09,1.1288329131e-09,9.07213859557e-10,1.04276550286e-09,9.91441835491e-10,1.29264922354e-09,8.95258839217e-10,1.00012432547e-09,9.81082318268e-10,1.07750327416e-09,1.00050916588e-09,1.11542606842e-09,1.02402331613e-09,1.4089329089e-09,8.68615507015e-10,1.08429210682e-09,1.083372806e-09
1761,1.066559679e-09,9.75169693884e-10,1.1029174524e-09,1.01577085087e-09,9.80072152964e-10,2.56840333352e-09,1.04004434789e-09,9.18266500675e-10,1.01389570755e-09,1.18744962028e-09,1.14375082136e-09,9.21336292347e-10,1.05000263737e-09,1.00608422818e-09,1.31394084848e-09,9.08868563473e-10,1.01539957553e-09,9.96101770322e-10,1.0899124349e-09,1.01777846709e-09,1.13110092135e-09,1.03154316793e-09,1.43197311369e-09,8.75768033402e-10,1.10029473841e-09,1.07992504792e-09
1762,1.0839143669e-09,9.98190218699e-10,1.13112189935e-09,1.04055371301e-09,1.00327286383e-09,2.64645732127e-09,1.06488229937e-09,9.41923974223e-10,1.03772589592e-09,1.21223927691e-09,1.17016132314e-09,9.43569912985e-10,1.07379827424e-09,1.03111663246e-09,1.3484160853e-09,9.30441593565e-10,1.03926211164e-09,1.02182620586e-09,1.11700733532e-09,1.04436301154e-09,1.15804752356e-09,1.05435459818e-09,1.4711928471e-09,8.9819073113e-10,1.12850951915e-09,1.08561883474e-09
1763,1.13866529273e-09,1.04743428184e-09,1.19378097728e-09,1.09317960942e-09,1.05205485684e-09,2.83007343341e-09,1.11763728755e-09,9.88122006401e-10,1.08828924347e-09,1.26625721267e-09,1.22828284244e-09,9.9013625387e-10,1.13026198989e-09,1.08395775406e-09,1.42543330206e-09,9.75653309052e-10,1.0892132119e-09,1.07658179339e-09,1.17556758574e-09,1.10005325719e-09,1.21561727066e-09,1.10638016346e-09,1.55577427059e-09,9.46859343793e-10,1.1882928813e-09,1.13103417913e-09
1764,1.0847839402e-09,9.6893086589e-10,1.1020951545e-09,1.0079006647e-09,9.74324404691e-10,2.52934273946e-09,1.03177889406e-09,9.19201500744e-10,1.00699773667e-09,1.18549691154e-09,1.1350948188e-09,9.15174316231e-10,1.04926270143e-09,9.98018107764e-10,1.30046316483e-09,9.0039643242e-10,1.00982451665e-09,9.87648226931e-10,1.0867747303e-09,1.0080809298e-09,1.11925847424e-09,1.03072562037e-09,1.41395596832e-09,8.7332046812e-10,1.09140596257e-09,1.08962801486e-09
1765,1.07223331249e-09,9.83396157535e-10,1.11087624621e-09,1.02317282457e-09,9.86382150056e-10,2.56985411961e-09,1.04727427107e-09,9.072285472e-10,1.02071182064e-09,1.19848033883e-09,1.1494662371e-09,9.29298369179e-10,1.05661055889e-09,1.01189548123e-09,1.32131544312e-09,9.13984916827e-10,1.0248884236e-09,1.00260032979e-09,1.09909014566e-09,1.02534923071e-09,1.13409360858e-09,1.03842112638e-09,1.43693026817e-09,8.80711092676e-10,1.10710193041e-09,1.08612923847e-09
1766,1.08943312524e-09,1.00635376682e-09,1.13899816769e-09,1.04795049885e-09,1.00941930756e-09,2.64650634618e-09,1.07211190604e-09,9.28908938796e-10,1.0443718994e-09,1.22328565758e-09,1.1756206938e-09,9.51531371785e-10,1.08032989083e-09,1.03634708934e-09,1.35552064608e-09,9.35540555224e-10,1.0485472776e-09,1.02824840819e-09,1.12614456986e-09,1.05193589656e-09,1.16037232944e-09,1.06112187427e-09,1.47593075508e-09,9.03108723583e-10,1.13514134663e-09,1.09164662101e-09
1767,1.14350420154e-09,1.0554436988e-09,1.20150800133e-09,1.10056929236e-09,1.0577856266e-09,2.82787763818e-09,1.12486481781e-09,9.73512224079e-10,1.09454754229e-09,1.27719356728e-09,1.23298661972e-09,9.9809770771e-10,1.13654368649e-09,1.08777636901e-09,1.43213182624e-09,9.80709915533e-10,1.09799386637e-09,1.08282807704e-09,1.18462107553e-09,1.10762458173e-09,1.21625337286e-09,1.11282355647e-09,1.56008815349e-09,9.51659870981e-10,1.19452907204e-09,1.13662748121e-09
1768,1.05710759604e-09,9.64114017515e-10,1.03689042909e-09,1.00450233106e-09,9.65633191442e-10,2.5366116379e-09,1.02807377258e-09,8.98285575151e-10,1.00358859297e-09,1.17829218024e-09,1.13252873125e-09,9.11146593552e-10,1.03111400811e-09,9.95229520195e-10,1.29769514839e-09,8.97881865288e-10,1.00331922623e-09,9.84260052125e-10,1.08106450328e-09,1.00400907339e-09,1.11865791352e-09,1.02005622048e-09,1.41370798328e-09,8.67899566756e-10,1.08839436315e-09,1.0580170205e-09
1769,1.02953375657e-09,9.78658010332e-10,1.03593902115e-09,1.0197880108e-09,9.75236387166e-10,2.57875953845e-09,1.04356954746e-09,9.21433145607e-10,1.01748678073e-09,1.19123595609e-09,1.14743202773e-09,9.25267031949e-10,1.03489907658e-09,1.00976270742e-09,1.31897174983e-09,9.11465865046e-10,1.01859165009e-09,9.99053554948e-10,1.09342913832e-09,1.02127791223e-09,1.1339414216e-09,1.02417680421e-09,1.43673427437e-09,8.7244497076e-10,1.10438710567e-09,1.04659572588e-09
1770,1.03953058933e-09,1.0016747634e-09,1.05957840661e-09,1.0445676913e-09,9.97923618847e-10,2.65676828282e-09,1.06840615242e-09,9.45087706788e-10,1.04131590221e-09,1.21601913317e-09,1.17383552494e-09,9.47498070647e-10,1.0556806364e-09,1.03478659586e-09,1.35342960182e-09,9.33019010356e-10,1.04245458441e-09,1.02463164892e-09,1.12051660923e-09,1.04786222478e-09,1.16072205147e-09,1.04462715064e-09,1.47595027289e-09,8.93462700158e-10,1.13259947963e-09,1.04714521827e-09
1771,1.08779901746e-09,1.05091832723e-09,1.11464657233e-09,1.09719193217e-09,1.04587550953e-09,2.84036338348e-09,1.12115887439e-09,9.91284159592e-10,1.09187794161e-09,1.27003456445e-09,1.23195550218e-09,9.94062600426e-10,1.10925509695e-09,1.08761048267e-09,1.43043205026e-09,9.78199850465e-10,1.0924011781e-09,1.07922055951e-09,1.17907633813e-09,1.10355235538e-09,1.21807832347e-09,1.09465791126e-09,1.56052901773e-09,9.4105191137e-10,1.19238200444e-09,1.08344361601e-09
1772,1.06134959653e-09,9.72421112577e-10,1.04440275941e-09,1.01191988135e-09,9.71805995139e-10,2.53973102588e-09,1.03530800026e-09,9.22362911962e-10,1.01059434669e-09,1.18929800545e-09,1.13878874861e-09,9.19107902003e-10,1.03734342283e-09,1.00180499821e-09,1.3055085426e-09,9.03017577461e-10,1.01301879462e-09,9.90814141876e-10,1.09033721388e-09,1.0115808373e-09,1.12248938935e-09,1.02659040821e-09,1.41873019514e-09,8.72563409334e-10,1.09550031479e-09,1.06413490321e-09
1773,1.03480651264e-09,9.86883273051e-10,1.04355296047e-09,1.02718867586e-09,9.81503561088e-10,2.58017067569e-09,1.05079947064e-09,9.10392364358e-10,1.02430058045e-09,1.20226493745e-09,1.15314633945e-09,9.33228812453e-10,1.04136932049e-09,1.01557327798e-09,1.32634448941e-09,9.16580130221e-10,1.02808039313e-09,1.00554886051e-09,1.10260679286e-09,1.02884867585e-09,1.13692765818e-09,1.03097665253e-09,1.44169148881e-09,8.77320150587e-10,1.11118417099e-09,1.05268255196e-09
1774,1.04468708834e-09,1.00983829515e-09,1.0671529937e-09,1.05196443801e-09,1.00402784512e-09,2.65677133118e-09,1.07563450461e-09,9.32072173159e-10,1.04795834136e-09,1.22706547171e-09,1.17929564319e-09,9.55460345755e-10,1.06210229565e-09,1.04001516935e-09,1.36052986258e-09,9.38117186556e-10,1.05173846748e-09,1.03104828272e-09,1.12965377961e-09,1.0554351098e-09,1.16304066613e-09,1.051335005e-09,1.48068992381e-09,8.98338322451e-10,1.13922259e-09,1.05299605176e-09
1775,1.09226820389e-09,1.05892653954e-09,1.1220753402e-09,1.10458157699e-09,1.05156437831e-09,2.83812618769e-09,1.12838640465e-09,9.7667435382e-10,1.09813267867e-09,1.28097091595e-09,1.23665878999e-09,1.00202374419e-09,1.11542940073e-09,1.09142753944e-09,1.43712805689e-09,9.8325350987e-10,1.10118172835e-09,1.08546004935e-09,1.18812976158e-09,1.11112367992e-09,1.21870878789e-09,1.10104218999e-09,1.56484284317e-09,9.45817609433e-10,1.19860946292e-09,1.08877730207e-09
1776,4.90548343613e-10,3.885180528e-10,5.09948622835e-10,4.43091459979e-10,4.18909680322e-10,1.26614985754e-09,5.03098486338e-10,4.49806315569e-10,4.47604455669e-10,4.94224666641e-10,5.48037582856e-10,3.75515206808e-10,5.04487177494e-10,3.9453292562e-10,6.07938536494e-10,3.61195473428e-10,4.02432325763e-10,4.31435772604e-10,5.24250315282e-10,5.07419818114e-10,4.47466553086e-10,4.30690531128e-10,6.90373617528e-10,3.56975109466e-10,4.79589469642e-10,4.87056896822e-10
1777,4.85486656081e-10,3.92307637865e-10,5.13555451935e-10,4.48299458438e-10,4.22992990902e-10,1.2855937208e-09,5.09514121875e-10,3.8812248538e-10,4.5134982522e-10,4.97337599056e-10,5.54312654024e-10,3.79808375601e-10,5.0891992513e-10,3.98323285401e-10,6.16432585717e-10,3.64646610221e-10,4.06375776488e-10,4.37246521334e-10,5.26074834268e-10,5.15071102515e-10,4.51470181031e-10,4.3289763774e-10,7.01421057786e-10,3.58822869537e-10,4.84607440126e-10,4.82789265333e-10
1778,4.96017239165e-10,4.01058375202e-10,5.299184692e-10,4.60105740479e-10,4.33187190052e-10,1.33713224302e-09,5.2330615009e-10,3.97684897612e-10,4.62074851412e-10,5.06568656696e-10,5.69112967127e-10,3.89625086204e-10,5.2387010482e-10,4.07926106966e-10,6.36022691939e-10,3.72404964298e-10,4.14609417312e-10,4.50631817205e-10,5.3997997855e-10,5.31228826927e-10,4.61404447637e-10,4.42589246549e-10,7.23866094371e-10,3.69566898832e-10,4.98247448233e-10,4.82032532293e-10
1779,5.16975871797e-10,4.14161878748e-10,5.55743824846e-10,4.78199568647e-10,4.48898064429e-10,1.42564235753e-09,5.45191772322e-10,4.11835629531e-10,4.78941273462e-10,5.2186326688e-10,5.93304088502e-10,4.03506095091e-10,5.48424941661e-10,4.2228802357e-10,6.6717012725e-10,3.83917203295e-10,4.27413971696e-10,4.70268380005e-10,5.63861117353e-10,5.55724212192e-10,4.76765831428e-10,4.58452413692e-10,7.61371213061e-10,3.84785005314e-10,5.19236504568e-10,4.86910260143e-10
1780,4.94996727084e-10,3.93462312235e-10,5.16181603386e-10,4.48328877046e-10,4.23122201959e-10,1.2750852814e-09,5.08957185908e-10,3.92876549888e-10,4.52205703493e-10,5.00799669117e-10,5.53534123977e-10,3.80383274433e-10,5.10087331811e-10,3.98587463457e-10,6.15090290667e-10,3.64356189229e-10,4.08041909912e-10,4.36260464811e-10,5.30897484507e-10,5.13835978985e-10,4.50394959821e-10,4.35242651274e-10,6.97361624403e-10,3.60451259409e-10,4.8469823052e-10,4.92049178556e-10
1781,4.89901617091e-10,3.97205895629e-10,5.19671189098e-10,4.53528745108e-10,4.27124116114e-10,1.29304934448e-09,5.15367499877e-10,3.82944503247e-10,4.55793443284e-10,5.03885328144e-10,5.59473205254e-10,3.84676294973e-10,5.14368440669e-10,4.01986393994e-10,6.23332322111e-10,3.67794389237e-10,4.11863995647e-10,4.42003116515e-10,5.32607465704e-10,5.21486524683e-10,4.54014935923e-10,4.37412135227e-10,7.08396838307e-10,3.62302901949e-10,4.89524103652e-10,4.87527060499e-10
1782,4.98099544939e-10,4.04541384873e-10,5.33495806759e-10,4.63383998555e-10,4.3570295518e-10,1.33427339021e-09,5.26692429792e-10,3.90074316063e-10,4.64685705006e-10,5.1149649368e-10,5.71566458302e-10,3.93111532752e-10,5.26765528815e-10,4.09906957496e-10,6.39156658112e-10,3.74368904085e-10,4.18628287118e-10,4.53375084718e-10,5.44222286976e-10,5.34845357275e-10,4.62117414364e-10,4.45440271896e-10,7.25753523987e-10,3.7151063873e-10,5.00885578733e-10,4.84392549623e-10
1783,5.18686469483e-10,4.17567196027e-10,5.59244014183e-10,4.81476185109e-10,4.51198876748e-10,1.42149922777e-09,5.48577567482e-10,4.03120219306e-10,4.81341947521e-10,5.26735116584e-10,5.95391500321e-10,4.0699220911e-10,5.51179360699e-10,4.23562002768e-10,6.70098104807e-10,3.85859622667e-10,4.31175744826e-10,4.72919946219e-10,5.68058779877e-10,5.5934005409e-10,4.76733106425e-10,4.61141121991e-10,7.63002250052e-10,3.86666202701e-10,5.21661375526e-10,4.88991040996e-10
1784,4.61764570761e-10,3.93886791054e-10,4.74784892248e-10,4.49695737216e-10,4.04573229277e-10,1.27603162398e-09,5.08214782637e-10,3.80113302515e-10,4.5331918897e-10,4.998004251e-10,5.52807188796e-10,3.65314953018e-10,4.51322170443e-10,4.00149475395e-10,6.14377601624e-10,3.64038994588e-10,4.06325703691e-10,4.19047663214e-10,5.29178751617e-10,5.11948602391e-10,4.48625374028e-10,4.25205046991e-10,6.95374797386e-10,3.51748609901e-10,4.85625641258e-10,4.74283934358e-10
1785,4.50921548718e-10,3.97672122192e-10,4.76065864758e-10,4.54865675344e-10,4.07226301317e-10,1.29545135603e-09,5.1462940888e-10,3.93141914237e-10,4.57037225843e-10,5.02903185165e-10,5.5907924174e-10,3.68959178085e-10,4.51875829523e-10,4.03790243408e-10,6.22865612098e-10,3.67446893861e-10,4.10262836652e-10,4.23556903622e-10,5.30981272938e-10,5.19599771034e-10,4.52211625277e-10,4.25448632259e-10,7.06421383435e-10,3.51823542769e-10,4.90639299937e-10,4.67935927048e-10
1786,4.57788660425e-10,4.06421884516e-10,4.89738241523e-10,4.66628473879e-10,4.16156357078e-10,1.34697102366e-09,5.28420811e-10,4.0270413784e-10,4.6775118725e-10,5.12135226825e-10,5.7387753544e-10,3.7767719356e-10,4.62655051631e-10,4.13338842795e-10,6.42450280984e-10,3.75155370606e-10,4.18496649422e-10,4.35533365899e-10,5.44883489102e-10,5.35757966555e-10,4.61774029884e-10,4.33976900149e-10,7.28864882696e-10,3.61454491806e-10,5.04278434745e-10,4.65425387206e-10
1787,4.7419190126e-10,4.1952457228e-10,5.11093819053e-10,4.84656667362e-10,4.29738296611e-10,1.43547566188e-09,5.50306473137e-10,4.16856120765e-10,4.8460085535e-10,5.27428793376e-10,5.98068317814e-10,3.89705381682e-10,4.80821927167e-10,4.27605236382e-10,6.73592146274e-10,3.86598231626e-10,4.31286292889e-10,4.53018026308e-10,5.68764100567e-10,5.60252059985e-10,4.76647729691e-10,4.48421645903e-10,7.66369361475e-10,3.75147397884e-10,5.25267469526e-10,4.67761277058e-10
1788,4.65252966726e-10,3.98828859617e-10,4.80439487208e-10,4.54924882597e-10,4.08448643556e-10,1.28494938508e-09,5.14073482206e-10,3.97893545309e-10,4.57918097525e-10,5.06369800856e-10,5.58303105777e-10,3.69957765703e-10,4.55995660591e-10,4.04187376778e-10,6.21528754255e-10,3.67190309218e-10,4.11935155473e-10,4.23604703116e-10,5.3582556822e-10,5.18364763262e-10,4.51520210061e-10,4.29522254758e-10,7.02361880601e-10,3.54984821123e-10,4.90730906951e-10,4.78969250629e-10
1789,4.54591191657e-10,4.02571349484e-10,4.81626591967e-10,4.60087264135e-10,4.11070176768e-10,1.30288525531e-09,5.20482786882e-10,3.87961244787e-10,4.61478739131e-10,5.09449938744e-10,5.64239022516e-10,3.73598373398e-10,4.56517672676e-10,4.07436843486e-10,6.29764822213e-10,3.70587848142e-10,4.15753591864e-10,4.28062603353e-10,5.3751378994e-10,5.26015193202e-10,4.54713617018e-10,4.29789148439e-10,7.13396787593e-10,3.55104763785e-10,4.95552565693e-10,4.72385105097e-10
1790,4.5947079836e-10,4.09903618219e-10,4.93120868229e-10,4.69904578201e-10,4.18553978667e-10,1.34408992756e-09,5.31806572447e-10,3.95089992523e-10,4.70359429221e-10,5.17062602897e-10,5.76330407285e-10,3.81087956368e-10,4.65271886469e-10,4.1530838325e-10,6.45581923257e-10,3.77117845795e-10,4.22513520546e-10,4.38191621174e-10,5.49124806481e-10,5.39373347521e-10,4.62473829394e-10,4.36757203343e-10,7.30750337882e-10,3.63326442075e-10,5.06912471604e-10,4.67650749201e-10
1791,4.75486888483e-10,4.22931728132e-10,5.14396242392e-10,4.87930079122e-10,4.31917159742e-10,1.43131073551e-09,5.53691750196e-10,4.08138142439e-10,4.86998771564e-10,5.32300221842e-10,6.00155478358e-10,3.93116138909e-10,4.83296794925e-10,4.2886829001e-10,6.76518413756e-10,3.88539318266e-10,4.35045224584e-10,4.55584189484e-10,5.7296076416e-10,5.63868476556e-10,4.76598107126e-10,4.51041124427e-10,7.67999102174e-10,3.76957204269e-10,5.27688193938e-10,4.69697933639e-10
1792,4.50426998677e-10,3.95068512616e-10,4.46823855194e-10,4.51291064782e-10,4.02927124508e-10,1.28108105216e-09,5.0975465898e-10,3.85347866844e-10,4.5471803074e-10,5.01112545294e-10,5.54393864558e-10,3.66721720037e-10,4.4538878603e-10,4.01445274289e-10,6.16564202457e-10,3.64804494926e-10,4.07315941295e-10,4.20178876435e-10,5.30700477895e-10,5.13531378012e-10,4.49565715914e-10,4.2293409698e-10,6.97515520721e-10,3.5092094821e-10,4.87235590119e-10,4.61539070598e-10
1793,4.32879746535e-10,3.98850808367e-10,4.43319541059e-10,4.56459324477e-10,4.04496886409e-10,1.30046294137e-09,5.16167314576e-10,3.94261004017e-10,4.58429075801e-10,5.04210717718e-10,5.60660627312e-10,3.70363609927e-10,4.44269645133e-10,4.05042847258e-10,6.25044791985e-10,3.68200041108e-10,4.11253217725e-10,4.24580895924e-10,5.32468774936e-10,5.211825062e-10,4.52967532538e-10,4.21575740434e-10,7.0856006683e-10,3.49742226378e-10,4.92243042569e-10,4.51328278721e-10
1794,4.35980310522e-10,4.07601019309e-10,4.5435189141e-10,4.68221478584e-10,4.13140084613e-10,1.35195622522e-09,5.29957956025e-10,4.03821826837e-10,4.69140824792e-10,5.13438626105e-10,5.7545621141e-10,3.79079645151e-10,4.53470236467e-10,4.14583963448e-10,6.44619950926e-10,3.75898065373e-10,4.19486501406e-10,4.36481136734e-10,5.46366027426e-10,5.37340665518e-10,4.62451133606e-10,4.2890215371e-10,7.30999921476e-10,3.58646171385e-10,5.058807133e-10,4.46073950936e-10
