core,400_perlbench,401_bzip2,403_gcc,410_bwaves,416_gamess,429_mcf,433_milc,434_zeusmp,435_gromacs,436_cactusADM,437_leslie3d,444_namd,445_gobmk,447_dealII,450_soplex,454_calculix,456_hmmer,458_sjeng,459_GemsFDTD,462_libquantum,464_h264ref,465_tonto,470_lbm,471_omnetpp,473_astar,483_xalancbmk
386,5.18630881359e-10,4.53577955095e-10,5.42148464523e-10,4.99609862467e-10,4.74431514073e-10,9.1552259424e-10,4.96983577099e-10,4.5148608807e-10,4.90406436985e-10,4.87957844209e-10,5.27777158317e-10,4.52533494774e-10,5.40820704182e-10,4.57402080864e-10,5.6895902546e-10,4.3714979287e-10,4.5564490491e-10,4.96512442266e-10,5.16344472871e-10,5.00645159898e-10,4.81323007553e-10,4.78182751362e-10,5.67792988709e-10,4.51490790006e-10,5.11298490399e-10,5.17673872259e-10
387,2.28020054488e-10,1.70601643143e-10,2.49259447691e-10,2.10238434655e-10,1.90068071042e-10,5.72317810365e-10,2.0684122661e-10,1.70077786996e-10,2.03670375042e-10,2.03394402248e-10,2.35668701601e-10,1.69625808506e-10,2.47576123622e-10,1.74766306412e-10,2.68022459659e-10,1.56181837136e-10,1.72619072245e-10,2.08053376903e-10,2.27532339092e-10,2.08325484944e-10,1.96696850604e-10,1.93428018367e-10,2.64816164815e-10,1.67439860479e-10,2.21361630721e-10,2.16940155852e-10
388,4.90591223473e-10,4.31022662565e-10,5.02559698584e-10,4.65860093442e-10,4.47930703359e-10,7.95046662388e-10,4.62748012499e-10,4.24292093721e-10,4.61378897966e-10,4.64118272606e-10,4.89930230615e-10,4.2892814218e-10,5.01046687513e-10,4.34209545275e-10,5.20085646314e-10,4.16947766036e-10,4.32965739123e-10,4.62752002694e-10,4.9362600143e-10,4.62771998847e-10,4.54877057934e-10,4.52750430144e-10,5.1341047772e-10,4.2718572468e-10,4.75877352019e-10,4.95482286501e-10
389,4.86350635075e-10,4.32541392833e-10,5.03263803515e-10,4.68086688756e-10,4.49537427986e-10,7.98126560153e-10,4.64887471471e-10,4.26052910955e-10,4.62589934197e-10,4.65030153434e-10,4.91785919251e-10,4.30772331093e-10,5.02361114343e-10,4.35375686253e-10,5.22293562332e-10,4.18430312851e-10,4.34567820084e-10,4.65175342819e-10,4.8573371438e-10,4.65279993884e-10,4.56220857282e-10,4.53398961856e-10,5.16007589443e-10,4.27334818449e-10,4.77378437669e-10,4.91739851759e-10
390,5.18913182659e-10,4.5479006273e-10,5.43406757701e-10,5.00819403884e-10,4.75298219373e-10,9.11543236577e-10,4.98169305158e-10,4.48356369771e-10,4.9108500171e-10,4.89691607084e-10,5.28697421309e-10,4.53768096641e-10,5.4178310818e-10,4.58145934021e-10,5.69903009356e-10,4.37887087526e-10,4.57071322273e-10,4.97515166968e-10,5.17747661687e-10,5.01901541989e-10,4.81631771331e-10,4.79231845753e-10,5.6849533516e-10,4.52186742721e-10,5.11037630158e-10,5.18291069298e-10
391,2.28283955657e-10,1.71793795273e-10,2.50508013175e-10,2.11447225991e-10,1.90858604051e-10,5.68683370761e-10,2.08024027557e-10,1.6606346886e-10,2.04334093628e-10,2.05102043977e-10,2.36419214996e-10,1.70861830557e-10,2.48526573215e-10,1.75185112664e-10,2.68926207418e-10,1.56914017512e-10,1.7392711495e-10,2.09027367898e-10,2.28931327649e-10,2.09582265658e-10,1.96684099627e-10,1.94403934024e-10,2.65423583284e-10,1.68120661721e-10,2.21254059276e-10,2.17508161525e-10
392,4.75798662736e-10,4.33895512755e-10,4.82863954348e-10,4.69910065741e-10,4.40229334106e-10,8.05922198668e-10,4.65639225296e-10,4.30535191019e-10,4.65063462911e-10,4.66709377011e-10,4.92921386653e-10,4.23227917785e-10,4.71224228956e-10,4.37604035819e-10,5.24269146277e-10,4.18653028328e-10,4.34600413665e-10,4.55893086893e-10,4.9632828681e-10,4.65225856364e-10,4.56054763705e-10,4.4992633695e-10,5.16916996847e-10,4.24875084649e-10,4.80525072688e-10,4.89028190868e-10
393,4.68279068247e-10,4.35427559515e-10,4.82481382741e-10,4.72121567573e-10,4.41147204253e-10,8.09713898978e-10,4.67776315416e-10,4.32660463648e-10,4.6631627102e-10,4.67604846558e-10,4.94836841761e-10,4.24803057776e-10,4.70671103276e-10,4.38823844279e-10,5.26572084581e-10,4.2011631845e-10,4.3624206355e-10,4.57699723026e-10,4.88370218504e-10,4.67733512525e-10,4.57309580894e-10,4.4945787645e-10,5.19429340539e-10,4.24031317617e-10,4.82143426873e-10,4.84247356191e-10
394,4.94519586523e-10,4.57700226478e-10,5.16452545965e-10,5.04766548461e-10,4.64085685551e-10,9.24622170404e-10,5.01049582629e-10,4.55363236062e-10,4.94911742772e-10,4.92248884438e-10,5.3176713602e-10,4.45217580884e-10,5.01136923003e-10,4.61556207209e-10,5.7428067577e-10,4.39477258366e-10,4.58766185901e-10,4.87051236376e-10,5.20388935943e-10,5.0434785654e-10,4.82265886919e-10,4.73276172562e-10,5.71928982676e-10,4.4671886956e-10,5.16150650848e-10,5.07731810771e-10
395,2.03524140412e-10,1.72371447245e-10,2.23382240495e-10,2.12247822897e-10,1.78728115054e-10,5.75592726109e-10,2.08513162007e-10,1.71736614331e-10,2.05530564391e-10,2.05224858952e-10,2.37256574035e-10,1.60428218868e-10,2.09418168795e-10,1.76280356518e-10,2.70142479497e-10,1.56905504831e-10,1.73906516263e-10,1.96975005757e-10,2.29168007162e-10,2.09804490539e-10,1.95793117904e-10,1.86915679807e-10,2.66415182887e-10,1.60526850244e-10,2.23370856048e-10,2.05547337665e-10
396,4.75831831982e-10,4.35154575514e-10,4.84086287663e-10,4.71124944494e-10,4.41075235567e-10,8.04236369417e-10,4.66822675094e-10,4.28167500259e-10,4.65929585142e-10,4.68428847452e-10,4.93940229742e-10,4.24429046498e-10,4.7207331228e-10,4.38576635262e-10,5.2544606343e-10,4.19403242563e-10,4.36100974174e-10,4.56890706496e-10,4.97817181171e-10,4.66482935659e-10,4.56615466655e-10,4.50877335126e-10,5.17569957502e-10,4.25491552619e-10,4.80737265436e-10,4.89764648973e-10
397,4.68510181725e-10,4.36667234956e-10,4.83690917018e-10,4.73332164655e-10,4.42006837014e-10,8.07252305485e-10,4.68958851536e-10,4.29926601826e-10,4.67114684446e-10,4.69331151518e-10,4.95786965483e-10,4.26003529553e-10,4.71565293569e-10,4.39654401346e-10,5.27638449188e-10,4.20862986871e-10,4.37701199878e-10,4.58687347562e-10,4.89808283168e-10,4.68989978125e-10,4.57729244154e-10,4.50492333104e-10,5.20157560734e-10,4.24712378943e-10,4.82226625442e-10,4.84891604862e-10
398,4.94503195053e-10,4.58911869321e-10,5.17611771543e-10,5.05974801726e-10,4.64885953396e-10,9.20594874363e-10,5.02234895663e-10,4.52226350393e-10,4.95587561254e-10,4.93982248552e-10,5.32686293256e-10,4.46417399109e-10,5.01961291832e-10,4.62288319797e-10,5.75221224297e-10,4.402158386e-10,4.60193370589e-10,4.880090439e-10,5.21790261059e-10,5.05603798567e-10,4.82546858221e-10,4.74286441294e-10,5.72631145772e-10,4.47376766481e-10,5.15875955521e-10,5.08223424084e-10
399,2.03520047604e-10,1.73563422916e-10,2.24533715165e-10,2.13455473122e-10,1.79459427997e-10,5.71948801442e-10,2.09695962954e-10,1.67720470856e-10,2.06192767678e-10,2.06932482623e-10,2.38006719812e-10,1.61629041817e-10,2.10234152149e-10,1.76688389188e-10,2.71045883816e-10,1.57636475929e-10,1.75214696357e-10,1.97905839198e-10,2.30567050172e-10,2.11061271253e-10,1.95759274622e-10,1.87855606241e-10,2.67022581843e-10,1.61171490277e-10,2.23259846915e-10,2.05999885532e-10
400,4.684771792e-10,4.33854680565e-10,4.65934196874e-10,4.69865182003e-10,4.38579669493e-10,8.06512010558e-10,4.65674595631e-10,4.30498961036e-10,4.65059766663e-10,4.66678260116e-10,4.93014860907e-10,4.23042919472e-10,4.66882885472e-10,4.37515489909e-10,5.24390584123e-10,4.18592560934e-10,4.34611857668e-10,4.55598564957e-10,4.96419922656e-10,4.65304643897e-10,4.55986457513e-10,4.47995945259e-10,5.17063885612e-10,4.23424779128e-10,4.80554867685e-10,4.81045609837e-10
401,4.57322783576e-10,4.35383689787e-10,4.62980041427e-10,4.72075881465e-10,4.38918357326e-10,8.10291601485e-10,4.67814113374e-10,4.32624282431e-10,4.66308539908e-10,4.67570592327e-10,4.94928257065e-10,4.24618658186e-10,4.65422821213e-10,4.38714320645e-10,5.26690658079e-10,4.20052304426e-10,4.36251720771e-10,4.57347634341e-10,4.88438726007e-10,4.67812289177e-10,4.57137237485e-10,4.46668877547e-10,5.19574723623e-10,4.21890214476e-10,4.821710857e-10,4.74172199442e-10
402,4.79221778999e-10,4.57660568068e-10,4.91850099529e-10,5.0472666723e-10,4.61300601215e-10,9.25211533472e-10,5.01092745289e-10,4.55331020205e-10,4.94913366173e-10,4.92219236373e-10,5.31864558418e-10,4.45031183568e-10,4.93932509332e-10,4.61439481934e-10,5.74404597648e-10,4.39394317089e-10,4.58779611426e-10,4.86601770341e-10,5.20458442395e-10,5.04432348786e-10,4.82004719505e-10,4.69226898217e-10,5.72080720716e-10,4.43752761885e-10,5.16183979396e-10,4.94145373807e-10
403,1.92420375227e-10,1.74681894006e-10,2.044894763e-10,2.15392815771e-10,1.78676650641e-10,5.81977791832e-10,2.10948047576e-10,1.73922366864e-10,2.0817702317e-10,2.07655832096e-10,2.3975717193e-10,1.63470687882e-10,2.0568076672e-10,1.78870191696e-10,2.73451829724e-10,1.5848910407e-10,1.75751172772e-10,1.99621930517e-10,2.31646756626e-10,2.12114749205e-10,1.97559811083e-10,1.85492424277e-10,2.6910433775e-10,1.60949816955e-10,2.26248382635e-10,1.94495819185e-10
404,4.68370161252e-10,4.35110612263e-10,4.67022824119e-10,4.71079615987e-10,4.39408425622e-10,8.04819639401e-10,4.66860542159e-10,4.28128546898e-10,4.65925901166e-10,4.68397743093e-10,4.94033643942e-10,4.24243968047e-10,4.6765896954e-10,4.38488115793e-10,5.25566732504e-10,4.19340499426e-10,4.361122309e-10,4.56592839949e-10,4.97908750642e-10,4.66561723192e-10,4.56541533488e-10,4.48903484848e-10,5.17716735794e-10,4.24036857716e-10,4.80764399834e-10,4.81698672351e-10
405,4.57361584981e-10,4.36623400052e-10,4.64092557561e-10,4.73286479091e-10,4.39763868164e-10,8.07821281641e-10,4.68996649494e-10,4.29887692995e-10,4.67106980678e-10,4.69296904047e-10,4.95878337853e-10,4.25819043656e-10,4.66279503641e-10,4.39544452285e-10,5.27756854656e-10,4.20793723188e-10,4.3771084778e-10,4.583335869e-10,4.89876276875e-10,4.69068754777e-10,4.57552085043e-10,4.47677338448e-10,5.20302366793e-10,4.2255163148e-10,4.82251645301e-10,4.74709635412e-10
406,4.78967062302e-10,4.58872242613e-10,4.9291777258e-10,5.05934478018e-10,4.62084362317e-10,9.21174967232e-10,5.02273908067e-10,4.52191377056e-10,4.95585134798e-10,4.93952600861e-10,5.32783206499e-10,4.46230911774e-10,4.94726627091e-10,4.62171327515e-10,5.753443135e-10,4.40129977669e-10,4.60206786402e-10,4.87558478665e-10,5.21859712231e-10,5.05688290813e-10,4.82289457328e-10,4.70212053925e-10,5.72782310924e-10,4.44396829051e-10,5.15906589765e-10,4.94488150373e-10
407,1.92192779831e-10,1.75873255985e-10,2.05552145968e-10,2.16600405461e-10,1.79390942708e-10,5.78288674703e-10,2.12131263396e-10,1.69899484205e-10,2.08835074988e-10,2.09363431785e-10,2.40506738778e-10,1.64671419256e-10,2.064673145e-10,1.79277525247e-10,2.74352302835e-10,1.5921680251e-10,1.77058911379e-10,2.00550946997e-10,2.33044735075e-10,2.13371529919e-10,1.97519513212e-10,1.86409236311e-10,2.69711703889e-10,1.61583031033e-10,2.26124652317e-10,1.94785895374e-10
408,1.35541087691e-10,9.71388847973e-11,1.42441770323e-10,1.21843775593e-10,1.07729611329e-10,3.40082772713e-10,1.24649003372e-10,1.01835003275e-10,1.22791847391e-10,1.21944451042e-10,1.41989371419e-10,9.20751164718e-11,1.41165089322e-10,9.84869332456e-11,1.58624368664e-10,8.531102473e-11,9.83583949703e-11,1.16787296444e-10,1.47319174477e-10,1.2872348347e-10,1.11207950138e-10,1.11345727634e-10,1.59293044256e-10,9.28931503056e-11,1.30128923245e-10,1.39678939602e-10
409,1.32130063883e-10,9.78127669913e-11,1.42741256605e-10,1.23148140421e-10,1.08543094993e-10,3.42763397088e-10,1.2596862143e-10,1.03156144232e-10,1.22945403376e-10,1.224664461e-10,1.43204846188e-10,9.29850484679e-11,1.41844305641e-10,9.86937082683e-11,1.60013929011e-10,8.59826552636e-11,9.91882840871e-11,1.1816287127e-10,1.42021967038e-10,1.30370187093e-10,1.11842329153e-10,1.11512925091e-10,1.61326368521e-10,9.26410634266e-11,1.31011556847e-10,1.37128145569e-10
410,1.50516732068e-10,1.09337809778e-10,1.66378444173e-10,1.42419405925e-10,1.22378831692e-10,4.18885185902e-10,1.46754418736e-10,1.16807113383e-10,1.40056010739e-10,1.3647103956e-10,1.66386940829e-10,1.04209928683e-10,1.64860080313e-10,1.10148725289e-10,1.89853783705e-10,9.48630741428e-11,1.1090254768e-10,1.36464572852e-10,1.62560866674e-10,1.54489726534e-10,1.24978446826e-10,1.25463779535e-10,1.95538675356e-10,1.05635036426e-10,1.51433047365e-10,1.52091969991e-10
411,1.4254212461e-10,1.04583057716e-10,1.5770529183e-10,1.34551387688e-10,1.17370890452e-10,3.85922038362e-10,1.3762457088e-10,1.12395139304e-10,1.33211834662e-10,1.30779865301e-10,1.56676628245e-10,1.00046851722e-10,1.55979419308e-10,1.05935522812e-10,1.75794859279e-10,9.14864421555e-11,1.06066899379e-10,1.29620262926e-10,1.54458768319e-10,1.4374499758e-10,1.19860888368e-10,1.20168695844e-10,1.79211432323e-10,1.00781573786e-10,1.43377399201e-10,1.36929972277e-10
412,1.35692769796e-10,9.79307544234e-11,1.43284766518e-10,1.2261791923e-10,1.08291698675e-10,3.39059613765e-10,1.25418332219e-10,9.96632889623e-11,1.23291775834e-10,1.23050142918e-10,1.42562377089e-10,9.28417986715e-11,1.41829356194e-10,9.90805266377e-11,1.59377333366e-10,8.57544901599e-11,9.93713078769e-11,1.17437090817e-10,1.48290938232e-10,1.29556657317e-10,1.11423622616e-10,1.11982520384e-10,1.59764371612e-10,9.32905460197e-11,1.30192505715e-10,1.40078733826e-10
413,1.32258489504e-10,9.85898216564e-11,1.43561381508e-10,1.23919974381e-10,1.09087531006e-10,3.41232239577e-10,1.26737424859e-10,1.00743052138e-10,1.23378248882e-10,1.23576827063e-10,1.43674178095e-10,9.37515989594e-11,1.42485105111e-10,9.91905548225e-11,1.60692053559e-10,8.64230067203e-11,1.0012811503e-10,1.18795634532e-10,1.42958407434e-10,1.3120323726e-10,1.11952268037e-10,1.12154312753e-10,1.61735515354e-10,9.30268870568e-11,1.30976356793e-10,1.37408494007e-10
414,1.50438814386e-10,1.10093137344e-10,1.6716350655e-10,1.43189553947e-10,1.22877212701e-10,4.16301896086e-10,1.47522730263e-10,1.1402065969e-10,1.40372252826e-10,1.37583365964e-10,1.66790983245e-10,1.04976239126e-10,1.65443426563e-10,1.10574962421e-10,1.90444765277e-10,9.52986839155e-11,1.11802898517e-10,1.37074359155e-10,1.63468050372e-10,1.55322426148e-10,1.24968137452e-10,1.26079234828e-10,1.96011158427e-10,1.05978078627e-10,1.51129520072e-10,1.52223115404e-10
415,1.42439874488e-10,1.05320527068e-10,1.58479675172e-10,1.35320718377e-10,1.17818101296e-10,3.83404565646e-10,1.38392818076e-10,1.09061283528e-10,1.33506470463e-10,1.31874660552e-10,1.5697984118e-10,1.00813323529e-10,1.56546890251e-10,1.06143351333e-10,1.76348267756e-10,9.19165035826e-11,1.06880674115e-10,1.30209521924e-10,1.55360456761e-10,1.44577666334e-10,1.19646938791e-10,1.20737823363e-10,1.79601742364e-10,1.01116949725e-10,1.43137610184e-10,1.37026182734e-10
416,1.27459734868e-10,9.97637348304e-11,1.31460151051e-10,1.25292814332e-10,1.03963656727e-10,3.46212060046e-10,1.27310562559e-10,1.04363243892e-10,1.2576535133e-10,1.2471780945e-10,1.44604293128e-10,8.93478760266e-11,1.23583518406e-10,1.01298600228e-10,1.62123426742e-10,8.68087441355e-11,1.00314918136e-10,1.13429867393e-10,1.50088746618e-10,1.31186642037e-10,1.12398746156e-10,1.10588124592e-10,1.62032298332e-10,9.20038858953e-11,1.33288772101e-10,1.36412015618e-10
417,1.21999719722e-10,1.00434570049e-10,1.31042997654e-10,1.26585950428e-10,1.04341526989e-10,3.48854906883e-10,1.28628404342e-10,1.05683436293e-10,1.25898870481e-10,1.25233437304e-10,1.45813428287e-10,9.00801298366e-11,1.23036305412e-10,1.01453364101e-10,1.63502891836e-10,8.74659768117e-11,1.01141562921e-10,1.14398366478e-10,1.44709344987e-10,1.3283298002e-10,1.12904009986e-10,1.10100500526e-10,1.6406217328e-10,9.11351272415e-11,1.34163480773e-10,1.3314105136e-10
418,1.3628904372e-10,1.11953020025e-10,1.50701853832e-10,1.45804484355e-10,1.16401066956e-10,4.24919113757e-10,1.49407002114e-10,1.193296983e-10,1.42991995341e-10,1.39230912921e-10,1.68985317899e-10,9.96116113688e-11,1.40210558736e-10,1.12824711184e-10,1.93321084579e-10,9.62796675764e-11,1.12850055085e-10,1.30772181266e-10,1.65223601189e-10,1.56944834302e-10,1.25696468859e-10,1.22803187098e-10,1.98261597404e-10,1.02698677994e-10,1.54575610567e-10,1.46052711597e-10
419,1.27208614387e-10,1.05731442436e-10,1.41060650249e-10,1.3590371541e-10,1.10370666963e-10,3.88097007401e-10,1.38725469112e-10,1.13486448975e-10,1.34440398474e-10,1.31976334563e-10,1.57720612017e-10,9.39429916118e-11,1.31132145971e-10,1.06942529387e-10,1.77188617187e-10,9.19445389236e-11,1.06894371161e-10,1.22507610496e-10,1.55541293099e-10,1.4472740822e-10,1.19387111966e-10,1.1622496376e-10,1.80268916356e-10,9.62281184411e-11,1.44694925862e-10,1.29584968176e-10
420,1.27341973044e-10,1.0055509971e-10,1.32229553018e-10,1.26066348475e-10,1.04458883796e-10,3.45163905559e-10,1.28079891406e-10,1.02180522147e-10,1.26261968861e-10,1.2582305176e-10,1.45175720666e-10,9.00914179205e-11,1.24105187178e-10,1.01890573125e-10,1.62875073859e-10,8.72504796085e-11,1.01328264273e-10,1.1404053945e-10,1.5105927277e-10,1.32020104479e-10,1.1258817765e-10,1.11171969447e-10,1.6250345178e-10,9.23516991495e-11,1.33342565424e-10,1.36726535425e-10
421,1.21893381998e-10,1.01211174731e-10,1.31797121802e-10,1.27357019769e-10,1.04835086436e-10,3.47292771947e-10,1.29397207771e-10,1.03259799256e-10,1.26328211471e-10,1.26343501519e-10,1.46281087617e-10,9.08237468078e-11,1.23579863821e-10,1.0194837546e-10,1.64178847591e-10,8.79048417555e-11,1.02081813905e-10,1.14998839432e-10,1.45644851214e-10,1.33666030188e-10,1.12980713409e-10,1.10712569299e-10,1.64470843379e-10,9.14849572994e-11,1.34117896149e-10,1.33325626759e-10
422,1.35931115602e-10,1.12707767405e-10,1.5141614885e-10,1.46574056948e-10,1.16842024803e-10,4.22304274013e-10,1.50175313641e-10,1.16532840824e-10,1.4330436271e-10,1.40343213052e-10,1.6938776061e-10,1.00354873737e-10,1.40700301621e-10,1.13249192352e-10,1.93909999847e-10,9.67134394551e-11,1.13749675185e-10,1.31346969171e-10,1.66129793825e-10,1.57777822447e-10,1.25642809126e-10,1.23385128342e-10,1.98734296621e-10,1.03004271401e-10,1.54262020705e-10,1.4606729135e-10
423,1.26848368639e-10,1.064689392e-10,1.41765888458e-10,1.36672651085e-10,1.1076440623e-10,3.85572513906e-10,1.3949397239e-10,1.10150232224e-10,1.34734298581e-10,1.33071336873e-10,1.58023753462e-10,9.46863950351e-11,1.31608489519e-10,1.07149128962e-10,1.77741702604e-10,9.2373089637e-11,1.07707936506e-10,1.23063360254e-10,1.56443022643e-10,1.45560654013e-10,1.19134229792e-10,1.16762510853e-10,1.80659923159e-10,9.65287624145e-11,1.44453005135e-10,1.29572445272e-10
424,1.23143915338e-10,9.97072457125e-11,1.21158764819e-10,1.25239677038e-10,1.02979864135e-10,3.46589148631e-10,1.27320583876e-10,1.0432574688e-10,1.25746677929e-10,1.24675263611e-10,1.44651490604e-10,8.9189966141e-11,1.20936014943e-10,1.01211792661e-10,1.62185004368e-10,8.67507492983e-11,1.00293890283e-10,1.13224231208e-10,1.50140508274e-10,1.31233971621e-10,1.12325316195e-10,1.09495997812e-10,1.62119381258e-10,9.10635426011e-11,1.33287620133e-10,1.31598616594e-10
425,1.15581434258e-10,1.003776028e-10,1.19138895211e-10,1.26532659685e-10,1.03025348545e-10,3.49225173063e-10,1.28638405454e-10,1.05645982867e-10,1.25877860625e-10,1.25189983851e-10,1.45859709583e-10,8.99220334194e-11,1.19825936218e-10,1.01352293258e-10,1.63562736824e-10,8.7405268548e-11,1.01120529171e-10,1.14157362718e-10,1.44746210905e-10,1.32880302579e-10,1.12775776299e-10,1.08519003802e-10,1.64149384844e-10,8.97626810589e-11,1.34161198217e-10,1.27062618767e-10
426,1.27253369214e-10,1.1189894368e-10,1.35556015676e-10,1.4575641592e-10,1.14749768417e-10,4.25304435349e-10,1.4942186109e-10,1.19295873305e-10,1.42975211529e-10,1.39190920383e-10,1.69037465259e-10,9.9455093817e-11,1.35765238475e-10,1.12722336652e-10,1.93386661877e-10,9.62116014984e-11,1.12831855492e-10,1.30471904228e-10,1.65262895014e-10,1.56997923952e-10,1.25519613203e-10,1.2048327095e-10,1.9835510083e-10,1.00803030145e-10,1.54579027635e-10,1.37786682003e-10
427,1.20401798034e-10,1.07142009528e-10,1.28898819924e-10,1.37898520011e-10,1.10352857115e-10,3.92320770384e-10,1.40292437308e-10,1.14883831258e-10,1.36128937771e-10,1.3349934265e-10,1.59327616297e-10,9.58108860045e-11,1.28687252093e-10,1.08530077526e-10,1.7931468838e-10,9.28561499175e-11,1.07993626216e-10,1.24159097918e-10,1.57160895622e-10,1.46254544641e-10,1.20432042733e-10,1.15429471707e-10,1.82028470534e-10,9.6399371995e-11,1.465237018e-10,1.22531051572e-10
428,1.22929940357e-10,1.00498506507e-10,1.21844067945e-10,1.26013210608e-10,1.0345907817e-10,3.45535654817e-10,1.28089912724e-10,1.0214063641e-10,1.26242638763e-10,1.25780530937e-10,1.45222533131e-10,8.99334263908e-11,1.21412294102e-10,1.01803879659e-10,1.62936176784e-10,8.71911327444e-11,1.01307596986e-10,1.13832794622e-10,1.51111310349e-10,1.32067145468e-10,1.12514432273e-10,1.10048225965e-10,1.62590505823e-10,9.14029090935e-11,1.3333971907e-10,1.31836919822e-10
429,1.15301039501e-10,1.01154110595e-10,1.19827988851e-10,1.2730398819e-10,1.03502810611e-10,3.47658341093e-10,1.29407208883e-10,1.03220115224e-10,1.26306582882e-10,1.26300062217e-10,1.46326964907e-10,9.06655630921e-11,1.20344387595e-10,1.01846818434e-10,1.6423859389e-10,8.78427811328e-11,1.0206061675e-10,1.14756375575e-10,1.45681680066e-10,1.33713641299e-10,1.1284822112e-10,1.09110302324e-10,1.64557626878e-10,9.00976665131e-11,1.34113670242e-10,1.27138936564e-10
